[2025-02-12_11-29-04-497] Confidence: 0.90 | Text: hello | Audio: audio_logs/speech_2025-02-12_11-29-04-497.wav
[2025-02-12_12-53-28-944] Confidence: 0.90 | Text: what | Audio: audio_logs/speech_2025-02-12_12-53-28-944.wav
[2025-02-12_12-53-34-000] Confidence: 0.90 | Text: I mean you said it it just | Audio: audio_logs/speech_2025-02-12_12-53-34-000.wav
[2025-02-12_12-53-39-056] Confidence: 0.90 | Text: very good quality microphone for white singing or | Audio: audio_logs/speech_2025-02-12_12-53-39-056.wav
[2025-02-12_12-53-44-112] Confidence: 0.90 | Text: but it would still | Audio: audio_logs/speech_2025-02-12_12-53-44-112.wav
[2025-02-12_12-53-49-169] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-53-49-169.wav
[2025-02-12_12-53-54-225] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-53-54-225.wav
[2025-02-12_12-53-59-281] Confidence: 0.90 | Text: Lowe's little measure any | Audio: audio_logs/speech_2025-02-12_12-53-59-281.wav
[2025-02-12_12-54-04-337] Confidence: 0.90 | Text: between 15 Hertz to 20000 herbs | Audio: audio_logs/speech_2025-02-12_12-54-04-337.wav
[2025-02-12_12-54-09-393] Confidence: 0.90 | Text: you know | Audio: audio_logs/speech_2025-02-12_12-54-09-393.wav
[2025-02-12_12-54-14-449] Confidence: 0.90 | Text: turn into the microphone or anything like that | Audio: audio_logs/speech_2025-02-12_12-54-14-449.wav
[2025-02-12_12-54-19-505] Confidence: 0.90 | Text: okay and do you sell any | Audio: audio_logs/speech_2025-02-12_12-54-19-505.wav
[2025-02-12_12-54-24-561] Confidence: 0.90 | Text: microphones that are like measurements | Audio: audio_logs/speech_2025-02-12_12-54-24-561.wav
[2025-02-12_12-54-29-617] Confidence: 0.90 | Text: 520,000 minutes | Audio: audio_logs/speech_2025-02-12_12-54-29-617.wav
[2025-02-12_12-54-34-673] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-54-34-673.wav
[2025-02-12_12-54-39-729] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-54-39-729.wav
[2025-02-12_12-54-44-786] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-54-44-786.wav
[2025-02-12_12-54-49-842] Confidence: 0.90 | Text: okay | Audio: audio_logs/speech_2025-02-12_12-54-49-842.wav
[2025-02-12_12-54-54-897] Confidence: 0.90 | Text: what time will you also sell a any kind of ADD | Audio: audio_logs/speech_2025-02-12_12-54-54-897.wav
[2025-02-12_12-54-59-954] Confidence: 0.90 | Text: where I can find this measurement microphone into a | Audio: audio_logs/speech_2025-02-12_12-54-59-954.wav
[2025-02-12_12-55-05-010] Confidence: 0.90 | Text: play theme park | Audio: audio_logs/speech_2025-02-12_12-55-05-010.wav
[2025-02-12_12-55-10-066] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-55-10-066.wav
[2025-02-12_12-55-15-122] Confidence: 0.90 | Text: Southcenter Mall | Audio: audio_logs/speech_2025-02-12_12-55-15-122.wav
[2025-02-12_12-55-20-178] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-55-20-178.wav
[2025-02-12_12-55-25-234] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-55-25-234.wav
[2025-02-12_12-55-30-290] Confidence: 0.90 | Text: University of Arizona I still have | Audio: audio_logs/speech_2025-02-12_12-55-30-290.wav
[2025-02-12_12-55-35-346] Confidence: 0.90 | Text: seeing if I can I | Audio: audio_logs/speech_2025-02-12_12-55-35-346.wav
[2025-02-12_12-55-40-402] Confidence: 0.90 | Text: I have a | Audio: audio_logs/speech_2025-02-12_12-55-40-402.wav
[2025-02-12_12-55-45-458] Confidence: 0.90 | Text: a program that I put together | Audio: audio_logs/speech_2025-02-12_12-55-45-458.wav
[2025-02-12_12-55-50-514] Confidence: 0.90 | Text: transcribes that | Audio: audio_logs/speech_2025-02-12_12-55-50-514.wav
[2025-02-12_12-55-55-571] Confidence: 0.90 | Text: and it picks up | Audio: audio_logs/speech_2025-02-12_12-55-55-571.wav
[2025-02-12_12-56-00-626] Confidence: 0.90 | Text: what is 24/7 but it seems to be below | Audio: audio_logs/speech_2025-02-12_12-56-00-626.wav
[2025-02-12_12-56-05-683] Confidence: 0.90 | Text: hello 20 or | Audio: audio_logs/speech_2025-02-12_12-56-05-683.wav
[2025-02-12_12-56-10-739] Confidence: 0.90 | Text: call at 4:30 hurts I think | Audio: audio_logs/speech_2025-02-12_12-56-10-739.wav
[2025-02-12_12-56-15-794] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-56-15-794.wav
[2025-02-12_12-56-20-851] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-56-20-851.wav
[2025-02-12_12-56-25-907] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-56-25-907.wav
[2025-02-12_12-56-30-963] Confidence: 0.90 | Text: low volume | Audio: audio_logs/speech_2025-02-12_12-56-30-963.wav
[2025-02-12_12-56-36-019] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-56-36-019.wav
[2025-02-12_12-56-41-075] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-56-41-075.wav
[2025-02-12_12-56-46-131] Confidence: 0.90 | Text: okay | Audio: audio_logs/speech_2025-02-12_12-56-46-131.wav
[2025-02-12_12-56-51-187] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-56-51-187.wav
[2025-02-12_12-56-56-243] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-56-56-243.wav
[2025-02-12_12-57-01-300] Confidence: 0.90 | Text: hello how much | Audio: audio_logs/speech_2025-02-12_12-57-01-300.wav
[2025-02-12_12-57-06-355] Confidence: 0.90 | Text: cost for House of Cards for models adapters | Audio: audio_logs/speech_2025-02-12_12-57-06-355.wav
[2025-02-12_12-57-11-412] Confidence: 0.90 | Text: to get this to work with a USB cord | Audio: audio_logs/speech_2025-02-12_12-57-11-412.wav
[2025-02-12_12-57-16-468] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-57-16-468.wav
[2025-02-12_12-57-21-524] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-57-21-524.wav
[2025-02-12_12-57-26-580] Confidence: 0.90 | Text: can you have that in stock | Audio: audio_logs/speech_2025-02-12_12-57-26-580.wav
[2025-02-12_12-57-31-636] Confidence: 0.90 | Text: okay okay well | Audio: audio_logs/speech_2025-02-12_12-57-31-636.wav
[2025-02-12_12-57-36-692] Confidence: 0.90 | Text: I live in Indianapolis it's going to take me a couple | Audio: audio_logs/speech_2025-02-12_12-57-36-692.wav
[2025-02-12_12-57-41-748] Confidence: 0.90 | Text: together | Audio: audio_logs/speech_2025-02-12_12-57-41-748.wav
[2025-02-12_12-57-46-804] Confidence: 0.90 | Text: when I if I order online to that shit from the | Audio: audio_logs/speech_2025-02-12_12-57-46-804.wav
[2025-02-12_12-57-51-860] Confidence: 0.90 | Text: Warehouse | Audio: audio_logs/speech_2025-02-12_12-57-51-860.wav
[2025-02-12_12-57-56-916] Confidence: 0.90 | Text: oh okay | Audio: audio_logs/speech_2025-02-12_12-57-56-916.wav
[2025-02-12_12-58-01-972] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-58-01-972.wav
[2025-02-12_12-58-07-028] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-58-07-028.wav
[2025-02-12_12-58-12-084] Confidence: 0.90 | Text: okay what is the name | Audio: audio_logs/speech_2025-02-12_12-58-12-084.wav
[2025-02-12_12-58-17-141] Confidence: 0.90 | Text: how far have the | Audio: audio_logs/speech_2025-02-12_12-58-17-141.wav
[2025-02-12_12-58-22-197] Confidence: 0.90 | Text: set alarm 35 dollar adapter he said | Audio: audio_logs/speech_2025-02-12_12-58-22-197.wav
[2025-02-12_12-58-27-253] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-58-27-253.wav
[2025-02-12_12-58-32-309] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-58-32-309.wav
[2025-02-12_12-58-37-365] Confidence: 0.90 | Text: yeah I'm not sure if it would be safe to drive that far with them but the weather | Audio: audio_logs/speech_2025-02-12_12-58-37-365.wav
[2025-02-12_12-58-42-421] Confidence: 0.90 | Text: and what it is I mean if it's coming from Fort Wayne | Audio: audio_logs/speech_2025-02-12_12-58-42-421.wav
[2025-02-12_12-58-47-477] Confidence: 0.90 | Text: Indianapolis it won't take too long to to get shipped to you anyway | Audio: audio_logs/speech_2025-02-12_12-58-47-477.wav
[2025-02-12_12-58-52-533] Confidence: 0.90 | Text: OK Google do you want my email address | Audio: audio_logs/speech_2025-02-12_12-58-52-533.wav
[2025-02-12_12-58-57-589] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-58-57-589.wav
[2025-02-12_12-59-02-645] Confidence: 0.90 | Text: Smith Smith | Audio: audio_logs/speech_2025-02-12_12-59-02-645.wav
[2025-02-12_12-59-07-701] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-59-07-701.wav
[2025-02-12_12-59-12-757] Confidence: 0.90 | Text: actually I called | Audio: audio_logs/speech_2025-02-12_12-59-12-757.wav
[2025-02-12_12-59-17-813] Confidence: 0.90 | Text: Ovation sounds | Audio: audio_logs/speech_2025-02-12_12-59-17-813.wav
[2025-02-12_12-59-22-870] Confidence: 0.90 | Text: call they did not have anything | Audio: audio_logs/speech_2025-02-12_12-59-22-870.wav
[2025-02-12_12-59-27-925] Confidence: 0.90 | Text: what's that one measure anything in this | Audio: audio_logs/speech_2025-02-12_12-59-27-925.wav
[2025-02-12_12-59-32-981] Confidence: 0.90 | Text: measurement microphone and they | Audio: audio_logs/speech_2025-02-12_12-59-32-981.wav
[2025-02-12_12-59-38-038] Confidence: 0.90 | Text: and I used to work on Fort | Audio: audio_logs/speech_2025-02-12_12-59-38-038.wav
[2025-02-12_12-59-43-094] Confidence: 0.90 | Text: a few times | Audio: audio_logs/speech_2025-02-12_12-59-43-094.wav
[2025-02-12_12-59-48-150] Confidence: 0.90 | Text: I just you know I've never been a musician or anything | Audio: audio_logs/speech_2025-02-12_12-59-48-150.wav
[2025-02-12_12-59-53-206] Confidence: 0.90 | Text: what's my first time I have to do any kind of sound in general | Audio: audio_logs/speech_2025-02-12_12-59-53-206.wav
[2025-02-12_12-59-58-262] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_12-59-58-262.wav
[2025-02-12_13-00-03-318] Confidence: 0.90 | Text: Aslan | Audio: audio_logs/speech_2025-02-12_13-00-03-318.wav
[2025-02-12_13-00-08-374] Confidence: 0.90 | Text: famous people yeah that's true | Audio: audio_logs/speech_2025-02-12_13-00-08-374.wav
[2025-02-12_13-00-13-430] Confidence: 0.90 | Text: evidences of is rewarding and its own | Audio: audio_logs/speech_2025-02-12_13-00-13-430.wav
[2025-02-12_13-00-18-486] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-00-18-486.wav
[2025-02-12_13-00-23-542] Confidence: 0.90 | Text: I want a dup | Audio: audio_logs/speech_2025-02-12_13-00-23-542.wav
[2025-02-12_13-00-28-598] Confidence: 0.90 | Text: but it's right next to an apartment building | Audio: audio_logs/speech_2025-02-12_13-00-28-598.wav
[2025-02-12_13-00-33-654] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-00-33-654.wav
[2025-02-12_13-00-38-711] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-00-38-711.wav
[2025-02-12_13-00-43-767] Confidence: 0.90 | Text: I'm not | Audio: audio_logs/speech_2025-02-12_13-00-43-767.wav
[2025-02-12_13-00-48-823] Confidence: 0.90 | Text: sure which Apartments coming from | Audio: audio_logs/speech_2025-02-12_13-00-48-823.wav
[2025-02-12_13-00-53-879] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-00-53-879.wav
[2025-02-12_13-00-58-935] Confidence: 0.90 | Text: what | Audio: audio_logs/speech_2025-02-12_13-00-58-935.wav
[2025-02-12_13-01-03-990] Confidence: 0.90 | Text: standing outside | Audio: audio_logs/speech_2025-02-12_13-01-03-990.wav
[2025-02-12_13-01-09-047] Confidence: 0.90 | Text: Terry to using some sort of | Audio: audio_logs/speech_2025-02-12_13-01-09-047.wav
[2025-02-12_13-01-14-103] Confidence: 0.90 | Text: interactional sound and my computer | Audio: audio_logs/speech_2025-02-12_13-01-14-103.wav
[2025-02-12_13-01-19-159] Confidence: 0.90 | Text: bedtime so does | Audio: audio_logs/speech_2025-02-12_13-01-19-159.wav
[2025-02-12_13-01-24-215] Confidence: 0.90 | Text: so does that that voice activated recorder | Audio: audio_logs/speech_2025-02-12_13-01-24-215.wav
[2025-02-12_13-01-29-271] Confidence: 0.90 | Text: Butler somebody on the other one doesn't | Audio: audio_logs/speech_2025-02-12_13-01-29-271.wav
[2025-02-12_13-01-34-327] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-01-34-327.wav
[2025-02-12_13-01-39-383] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-01-39-383.wav
[2025-02-12_13-01-44-439] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-01-44-439.wav
[2025-02-12_13-01-49-495] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-01-49-495.wav
[2025-02-12_13-01-54-551] Confidence: 0.90 | Text: play iHeartRadio | Audio: audio_logs/speech_2025-02-12_13-01-54-551.wav
[2025-02-12_13-01-59-608] Confidence: 0.90 | Text: there's that sound too like it sounds like | Audio: audio_logs/speech_2025-02-12_13-01-59-608.wav
[2025-02-12_13-02-04-664] Confidence: 0.90 | Text: sometimes it sounds like | Audio: audio_logs/speech_2025-02-12_13-02-04-664.wav
[2025-02-12_13-02-09-720] Confidence: 0.90 | Text: play the sound like an engine idle | Audio: audio_logs/speech_2025-02-12_13-02-09-720.wav
[2025-02-12_13-02-14-776] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-02-14-776.wav
[2025-02-12_13-02-19-832] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-02-19-832.wav
[2025-02-12_13-02-24-888] Confidence: 0.90 | Text: High Top Farm on the phone | Audio: audio_logs/speech_2025-02-12_13-02-24-888.wav
[2025-02-12_13-02-29-944] Confidence: 0.90 | Text: where am I I'm working at 5:30 | Audio: audio_logs/speech_2025-02-12_13-02-29-944.wav
[2025-02-12_13-02-35-000] Confidence: 0.90 | Text: mine my software that's picking up | Audio: audio_logs/speech_2025-02-12_13-02-35-000.wav
[2025-02-12_13-02-40-056] Confidence: 0.90 | Text: time when I'm talking while I'm talking to you and | Audio: audio_logs/speech_2025-02-12_13-02-40-056.wav
[2025-02-12_13-02-45-112] Confidence: 0.90 | Text: all the things that just picked up with someone said play iHeartRadio | Audio: audio_logs/speech_2025-02-12_13-02-45-112.wav
[2025-02-12_13-02-50-168] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-02-50-168.wav
[2025-02-12_13-02-55-224] Confidence: 0.90 | Text: picking up random phrases in their summer | Audio: audio_logs/speech_2025-02-12_13-02-55-224.wav
[2025-02-12_13-03-00-280] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-03-00-280.wav
[2025-02-12_13-03-05-336] Confidence: 0.90 | Text: 6121 | Audio: audio_logs/speech_2025-02-12_13-03-05-336.wav
[2025-02-12_13-03-10-392] Confidence: 0.90 | Text: Winthrop Avenue Pasco | Audio: audio_logs/speech_2025-02-12_13-03-10-392.wav
[2025-02-12_13-03-15-449] Confidence: 0.90 | Text: t h r o p | Audio: audio_logs/speech_2025-02-12_13-03-15-449.wav
[2025-02-12_13-03-20-505] Confidence: 0.90 | Text: Avenue Indianapolis 462 | Audio: audio_logs/speech_2025-02-12_13-03-20-505.wav
[2025-02-12_13-03-25-561] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-03-25-561.wav
[2025-02-12_13-03-30-617] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-03-30-617.wav
[2025-02-12_13-03-35-672] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-03-35-672.wav
[2025-02-12_13-03-40-728] Confidence: 0.90 | Text: awesome apps | Audio: audio_logs/speech_2025-02-12_13-03-40-728.wav
[2025-02-12_13-03-45-785] Confidence: 0.90 | Text: Smith Smith d as in delta e as an | Audio: audio_logs/speech_2025-02-12_13-03-45-785.wav
[2025-02-12_13-03-50-841] Confidence: 0.90 | Text: b as in victor.com | Audio: audio_logs/speech_2025-02-12_13-03-50-841.wav
[2025-02-12_13-03-55-897] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-03-55-897.wav
[2025-02-12_13-04-00-953] Confidence: 0.90 | Text: I'm usually just a web developer so | Audio: audio_logs/speech_2025-02-12_13-04-00-953.wav
[2025-02-12_13-04-06-009] Confidence: 0.90 | Text: I build my applic | Audio: audio_logs/speech_2025-02-12_13-04-06-009.wav
[2025-02-12_13-04-11-065] Confidence: 0.90 | Text: are you are you a soccer player | Audio: audio_logs/speech_2025-02-12_13-04-11-065.wav
[2025-02-12_13-04-16-121] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-04-16-121.wav
[2025-02-12_13-04-21-177] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-04-21-177.wav
[2025-02-12_13-04-26-233] Confidence: 0.90 | Text: the | Audio: audio_logs/speech_2025-02-12_13-04-26-233.wav
[2025-02-12_13-04-31-290] Confidence: 0.90 | Text: play software products that have I started my business for | Audio: audio_logs/speech_2025-02-12_13-04-31-290.wav
[2025-02-12_13-04-36-346] Confidence: 0.90 | Text: bears do you know what parallel programming is | Audio: audio_logs/speech_2025-02-12_13-04-36-346.wav
[2025-02-12_13-04-41-402] Confidence: 0.90 | Text: call computer | Audio: audio_logs/speech_2025-02-12_13-04-41-402.wav
[2025-02-12_13-04-46-457] Confidence: 0.90 | Text: reading is basically the idea of let's say you have a program | Audio: audio_logs/speech_2025-02-12_13-04-46-457.wav
[2025-02-12_13-04-51-514] Confidence: 0.90 | Text: Annette program is made up of what | Audio: audio_logs/speech_2025-02-12_13-04-51-514.wav
[2025-02-12_13-04-56-569] Confidence: 0.90 | Text: Play the song shots and those functions just taken input | Audio: audio_logs/speech_2025-02-12_13-04-56-569.wav
[2025-02-12_13-05-01-626] Confidence: 0.90 | Text: a process that input can I give you an output and | Audio: audio_logs/speech_2025-02-12_13-05-01-626.wav
[2025-02-12_13-05-06-682] Confidence: 0.90 | Text: which part of that out but he's got a question you have has | Audio: audio_logs/speech_2025-02-12_13-05-06-682.wav
[2025-02-12_13-05-11-738] Confidence: 0.90 | Text: functions and traditionally | Audio: audio_logs/speech_2025-02-12_13-05-11-738.wav
[2025-02-12_13-05-16-794] Confidence: 0.90 | Text: in the software world ever since the | Audio: audio_logs/speech_2025-02-12_13-05-16-794.wav
[2025-02-12_13-05-21-850] Confidence: 0.90 | Text: computers by 99 | Audio: audio_logs/speech_2025-02-12_13-05-21-850.wav
[2025-02-12_13-05-26-906] Confidence: 0.90 | Text: 99.9% of programs are | Audio: audio_logs/speech_2025-02-12_13-05-26-906.wav
[2025-02-12_13-05-31-962] Confidence: 0.90 | Text: taking advantage of One processor at a time | Audio: audio_logs/speech_2025-02-12_13-05-31-962.wav
[2025-02-12_13-05-37-018] Confidence: 0.90 | Text: I'm back in modern computers and | Audio: audio_logs/speech_2025-02-12_13-05-37-018.wav
[2025-02-12_13-05-42-074] Confidence: 0.90 | Text: they don't feel | Audio: audio_logs/speech_2025-02-12_13-05-42-074.wav
[2025-02-12_13-05-47-131] Confidence: 0.90 | Text: seahorse multi-core processor so they have technically | Audio: audio_logs/speech_2025-02-12_13-05-47-131.wav
[2025-02-12_13-05-52-187] Confidence: 0.90 | Text: born in One processor and my phone | Audio: audio_logs/speech_2025-02-12_13-05-52-187.wav
[2025-02-12_13-05-57-243] Confidence: 0.90 | Text: State processors and I wrote some | Audio: audio_logs/speech_2025-02-12_13-05-57-243.wav
[2025-02-12_13-06-02-299] Confidence: 0.90 | Text: the better part of a decade to get | Audio: audio_logs/speech_2025-02-12_13-06-02-299.wav
[2025-02-12_13-06-07-355] Confidence: 0.90 | Text: to the point where it is now but I have some software that | Audio: audio_logs/speech_2025-02-12_13-06-07-355.wav
[2025-02-12_13-06-12-411] Confidence: 0.90 | Text: makes it super easy to write | Audio: audio_logs/speech_2025-02-12_13-06-12-411.wav
[2025-02-12_13-06-17-467] Confidence: 0.90 | Text: guns that use all of your processing power | Audio: audio_logs/speech_2025-02-12_13-06-17-467.wav
[2025-02-12_13-06-22-523] Confidence: 0.90 | Text: play you can take you can take a program | Audio: audio_logs/speech_2025-02-12_13-06-22-523.wav
[2025-02-12_13-06-27-579] Confidence: 0.90 | Text: your calculates you know the square root or | Audio: audio_logs/speech_2025-02-12_13-06-27-579.wav
[2025-02-12_13-06-32-635] Confidence: 0.90 | Text: signal processor or some algorithm like that and then | Audio: audio_logs/speech_2025-02-12_13-06-32-635.wav
[2025-02-12_13-06-37-691] Confidence: 0.90 | Text: basically just modify that that | Audio: audio_logs/speech_2025-02-12_13-06-37-691.wav
[2025-02-12_13-06-42-747] Confidence: 0.90 | Text: to use my library | Audio: audio_logs/speech_2025-02-12_13-06-42-747.wav
[2025-02-12_13-06-47-803] Confidence: 0.90 | Text: and then my library will automatically take the in | Audio: audio_logs/speech_2025-02-12_13-06-47-803.wav
[2025-02-12_13-06-52-859] Confidence: 0.90 | Text: Panera Bread hours | Audio: audio_logs/speech_2025-02-12_13-06-52-859.wav
[2025-02-12_13-06-57-915] Confidence: 0.90 | Text: spell the word across all your processors | Audio: audio_logs/speech_2025-02-12_13-06-57-915.wav
[2025-02-12_13-07-02-971] Confidence: 0.90 | Text: you know any number of processors that | Audio: audio_logs/speech_2025-02-12_13-07-02-971.wav
[2025-02-12_13-07-08-028] Confidence: 0.90 | Text: did you get to and then | Audio: audio_logs/speech_2025-02-12_13-07-08-028.wav
[2025-02-12_13-07-13-083] Confidence: 0.90 | Text: Arrowhead complex yeah | Audio: audio_logs/speech_2025-02-12_13-07-13-083.wav
[2025-02-12_13-07-18-140] Confidence: 0.90 | Text: are secrets seeds of | Audio: audio_logs/speech_2025-02-12_13-07-18-140.wav
[2025-02-12_13-07-23-196] Confidence: 0.90 | Text: play around between the processors and give you an out | Audio: audio_logs/speech_2025-02-12_13-07-23-196.wav
[2025-02-12_13-07-28-252] Confidence: 0.90 | Text: just the same as if it ran on One processor | Audio: audio_logs/speech_2025-02-12_13-07-28-252.wav
[2025-02-12_13-07-33-308] Confidence: 0.90 | Text: I walk faster cuz I use the power of all the processors | Audio: audio_logs/speech_2025-02-12_13-07-33-308.wav
[2025-02-12_13-07-38-364] Confidence: 0.90 | Text: and | Audio: audio_logs/speech_2025-02-12_13-07-38-364.wav
[2025-02-12_13-07-43-420] Confidence: 0.90 | Text: how to get it to the point where it is now | Audio: audio_logs/speech_2025-02-12_13-07-43-420.wav
[2025-02-12_13-07-48-476] Confidence: 0.90 | Text: 9 years | Audio: audio_logs/speech_2025-02-12_13-07-48-476.wav
[2025-02-12_13-07-53-532] Confidence: 0.90 | Text: it's been gradual refinement | Audio: audio_logs/speech_2025-02-12_13-07-53-532.wav
[2025-02-12_13-07-58-588] Confidence: 0.90 | Text: Men's Wearhouse the Alvarado over time | Audio: audio_logs/speech_2025-02-12_13-07-58-588.wav
[2025-02-12_13-08-03-644] Confidence: 0.90 | Text: and now it's going to be a cloud | Audio: audio_logs/speech_2025-02-12_13-08-03-644.wav
[2025-02-12_13-08-08-700] Confidence: 0.90 | Text: game platform and distributed computing | Audio: audio_logs/speech_2025-02-12_13-08-08-700.wav
[2025-02-12_13-08-13-756] Confidence: 0.90 | Text: and basically I have the distrib | Audio: audio_logs/speech_2025-02-12_13-08-13-756.wav
[2025-02-12_13-08-18-812] Confidence: 0.90 | Text: Computing functionality working so | Audio: audio_logs/speech_2025-02-12_13-08-18-812.wav
[2025-02-12_13-08-23-868] Confidence: 0.90 | Text: play can you be on a function | Audio: audio_logs/speech_2025-02-12_13-08-23-868.wav
[2025-02-12_13-08-28-924] Confidence: 0.90 | Text: call the processors on one computer | Audio: audio_logs/speech_2025-02-12_13-08-28-924.wav
[2025-02-12_13-08-33-981] Confidence: 0.90 | Text: actually send a task to another | Audio: audio_logs/speech_2025-02-12_13-08-33-981.wav
[2025-02-12_13-08-39-037] Confidence: 0.90 | Text: use all the process servers on that computer | Audio: audio_logs/speech_2025-02-12_13-08-39-037.wav
[2025-02-12_13-08-44-093] Confidence: 0.90 | Text: and get the results the same as if it rain on your computer | Audio: audio_logs/speech_2025-02-12_13-08-44-093.wav
[2025-02-12_13-08-49-149] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-08-49-149.wav
[2025-02-12_13-08-54-205] Confidence: 0.90 | Text: black | Audio: audio_logs/speech_2025-02-12_13-08-54-205.wav
[2025-02-12_13-08-59-261] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-08-59-261.wav
[2025-02-12_13-09-04-317] Confidence: 0.90 | Text: bedtime Pizza software I just took | Audio: audio_logs/speech_2025-02-12_13-09-04-317.wav
[2025-02-12_13-09-09-373] Confidence: 0.90 | Text: for a long time to get to where it is and then I seems like every time | Audio: audio_logs/speech_2025-02-12_13-09-09-373.wav
[2025-02-12_13-09-14-429] Confidence: 0.90 | Text: it just seems like every time that I get to a point | Audio: audio_logs/speech_2025-02-12_13-09-14-429.wav
[2025-02-12_13-09-19-485] Confidence: 0.90 | Text: you're ready to get into the cloud computing stuff and | Audio: audio_logs/speech_2025-02-12_13-09-19-485.wav
[2025-02-12_13-09-24-541] Confidence: 0.90 | Text: my face resistance and | Audio: audio_logs/speech_2025-02-12_13-09-24-541.wav
[2025-02-12_13-09-29-597] Confidence: 0.90 | Text: some kind of kind of a pain in the rear | Audio: audio_logs/speech_2025-02-12_13-09-29-597.wav
