[2025-02-12_13-20-12-028] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-20-12-028.wav
[2025-02-12_14-45-07-514] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-45-07-514.wav
[2025-02-12_14-45-12-571] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-45-12-571.wav
[2025-02-12_14-45-17-627] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-45-17-627.wav
[2025-02-12_14-45-22-683] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-45-22-683.wav
[2025-02-12_14-45-27-739] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-45-27-739.wav
[2025-02-12_14-45-32-795] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-45-32-795.wav
[2025-02-12_14-45-37-851] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-45-37-851.wav
[2025-02-12_14-45-42-907] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-45-42-907.wav
[2025-02-12_14-45-47-963] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-45-47-963.wav
[2025-02-12_14-45-53-019] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-45-53-019.wav
[2025-02-12_14-45-58-075] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-45-58-075.wav
[2025-02-12_14-46-03-132] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-46-03-132.wav
[2025-02-12_14-46-08-188] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-46-08-188.wav
[2025-02-12_14-46-13-244] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-46-13-244.wav
[2025-02-12_14-46-18-300] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-46-18-300.wav
[2025-02-12_14-46-23-356] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-46-23-356.wav
[2025-02-12_14-46-28-412] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-46-28-412.wav
[2025-02-12_14-46-33-468] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-46-33-468.wav
[2025-02-12_14-46-38-525] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-46-38-525.wav
[2025-02-12_14-46-43-581] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-46-43-581.wav
[2025-02-12_14-46-48-637] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-46-48-637.wav
[2025-02-12_14-46-53-693] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-46-53-693.wav
[2025-02-12_14-46-58-749] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-46-58-749.wav
[2025-02-12_14-47-03-805] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-47-03-805.wav
[2025-02-12_14-47-08-861] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-47-08-861.wav
[2025-02-12_14-47-13-917] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-47-13-917.wav
[2025-02-12_14-47-18-973] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-47-18-973.wav
[2025-02-12_14-47-24-029] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-47-24-029.wav
[2025-02-12_14-47-29-086] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-47-29-086.wav
[2025-02-12_14-47-34-142] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-47-34-142.wav
[2025-02-12_14-47-39-198] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-47-39-198.wav
[2025-02-12_14-47-44-254] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-47-44-254.wav
[2025-02-12_14-47-49-310] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-47-49-310.wav
[2025-02-12_14-47-54-366] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-47-54-366.wav
[2025-02-12_14-47-59-422] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-47-59-422.wav
[2025-02-12_14-48-04-478] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-48-04-478.wav
[2025-02-12_14-48-09-534] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-48-09-534.wav
[2025-02-12_14-48-14-590] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-48-14-590.wav
[2025-02-12_14-48-19-647] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-48-19-647.wav
[2025-02-12_14-48-24-703] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-48-24-703.wav
[2025-02-12_14-48-29-759] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-48-29-759.wav
[2025-02-12_14-48-34-815] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-48-34-815.wav
[2025-02-12_14-48-39-871] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-48-39-871.wav
[2025-02-12_14-48-44-927] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-48-44-927.wav
[2025-02-12_14-48-49-983] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-48-49-983.wav
[2025-02-12_14-48-55-039] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-48-55-039.wav
[2025-02-12_14-49-00-095] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-49-00-095.wav
[2025-02-12_14-49-05-152] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-49-05-152.wav
[2025-02-12_14-49-10-208] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-49-10-208.wav
[2025-02-12_14-49-15-264] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-49-15-264.wav
[2025-02-12_14-49-20-320] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-49-20-320.wav
[2025-02-12_14-49-25-376] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-49-25-376.wav
[2025-02-12_14-49-30-432] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-49-30-432.wav
[2025-02-12_14-49-35-488] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-49-35-488.wav
[2025-02-12_14-49-40-544] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-49-40-544.wav
[2025-02-12_14-49-45-600] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-49-45-600.wav
[2025-02-12_14-49-50-657] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-49-50-657.wav
[2025-02-12_14-49-55-713] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-49-55-713.wav
[2025-02-12_14-50-00-768] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-50-00-768.wav
[2025-02-12_14-50-05-825] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-50-05-825.wav
[2025-02-12_14-50-10-881] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-50-10-881.wav
[2025-02-12_14-50-15-937] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-50-15-937.wav
[2025-02-12_14-50-20-993] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-50-20-993.wav
[2025-02-12_14-50-26-049] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-50-26-049.wav
[2025-02-12_14-50-31-105] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-50-31-105.wav
[2025-02-12_14-50-36-161] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-50-36-161.wav
[2025-02-12_14-50-41-218] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-50-41-218.wav
[2025-02-12_14-50-46-274] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-50-46-274.wav
[2025-02-12_14-50-51-330] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-50-51-330.wav
[2025-02-12_14-50-56-386] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-50-56-386.wav
[2025-02-12_14-51-01-442] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-51-01-442.wav
[2025-02-12_14-51-06-498] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-51-06-498.wav
[2025-02-12_14-51-11-554] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-51-11-554.wav
[2025-02-12_14-51-16-610] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-51-16-610.wav
[2025-02-12_14-51-21-666] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-51-21-666.wav
[2025-02-12_14-51-26-723] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-51-26-723.wav
[2025-02-12_14-51-31-779] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-51-31-779.wav
[2025-02-12_14-51-36-835] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-51-36-835.wav
[2025-02-12_14-51-41-891] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-51-41-891.wav
[2025-02-12_14-51-46-947] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-51-46-947.wav
[2025-02-12_14-51-52-003] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-51-52-003.wav
[2025-02-12_14-51-57-059] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-51-57-059.wav
[2025-02-12_14-52-02-115] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-52-02-115.wav
[2025-02-12_14-52-07-171] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-52-07-171.wav
[2025-02-12_14-52-12-227] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-52-12-227.wav
[2025-02-12_14-52-17-284] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-52-17-284.wav
[2025-02-12_14-52-22-340] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-52-22-340.wav
[2025-02-12_14-52-27-396] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-52-27-396.wav
[2025-02-12_14-52-32-452] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-52-32-452.wav
[2025-02-12_14-52-37-508] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-52-37-508.wav
[2025-02-12_14-52-42-564] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-52-42-564.wav
[2025-02-12_14-52-47-620] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-52-47-620.wav
[2025-02-12_14-52-52-676] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-52-52-676.wav
[2025-02-12_14-52-57-732] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-52-57-732.wav
[2025-02-12_14-53-02-788] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-53-02-788.wav
[2025-02-12_14-53-07-845] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-53-07-845.wav
[2025-02-12_14-53-12-901] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-53-12-901.wav
[2025-02-12_14-53-17-957] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-53-17-957.wav
[2025-02-12_14-53-23-013] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-53-23-013.wav
[2025-02-12_14-53-28-069] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-53-28-069.wav
[2025-02-12_14-53-33-125] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-53-33-125.wav
[2025-02-12_14-53-38-181] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-53-38-181.wav
[2025-02-12_14-53-43-237] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-53-43-237.wav
[2025-02-12_14-53-48-294] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-53-48-294.wav
[2025-02-12_14-53-53-350] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-53-53-350.wav
[2025-02-12_14-53-58-406] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-53-58-406.wav
[2025-02-12_14-54-03-462] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-54-03-462.wav
[2025-02-12_14-54-08-518] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-54-08-518.wav
[2025-02-12_14-54-13-574] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-54-13-574.wav
[2025-02-12_14-54-18-630] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-54-18-630.wav
[2025-02-12_14-54-23-686] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-54-23-686.wav
[2025-02-12_14-54-28-742] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-54-28-742.wav
[2025-02-12_14-54-33-798] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-54-33-798.wav
[2025-02-12_14-54-38-855] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-54-38-855.wav
[2025-02-12_14-54-43-911] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-54-43-911.wav
[2025-02-12_14-54-48-967] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-54-48-967.wav
[2025-02-12_14-54-54-023] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-54-54-023.wav
[2025-02-12_14-54-59-079] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-54-59-079.wav
[2025-02-12_14-55-04-135] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-55-04-135.wav
[2025-02-12_14-55-09-191] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-55-09-191.wav
[2025-02-12_14-55-14-247] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-55-14-247.wav
[2025-02-12_14-55-19-303] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-55-19-303.wav
[2025-02-12_14-55-24-359] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-55-24-359.wav
[2025-02-12_14-55-29-415] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-55-29-415.wav
[2025-02-12_14-55-34-472] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-55-34-472.wav
[2025-02-12_14-55-39-528] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-55-39-528.wav
[2025-02-12_14-55-44-584] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-55-44-584.wav
[2025-02-12_14-55-49-640] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-55-49-640.wav
[2025-02-12_14-55-54-696] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-55-54-696.wav
[2025-02-12_14-55-59-752] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-55-59-752.wav
[2025-02-12_14-56-04-808] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-56-04-808.wav
[2025-02-12_14-56-09-864] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-56-09-864.wav
[2025-02-12_14-56-14-920] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-56-14-920.wav
[2025-02-12_14-56-19-977] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-56-19-977.wav
[2025-02-12_14-56-25-033] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-56-25-033.wav
[2025-02-12_14-56-30-089] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-56-30-089.wav
[2025-02-12_14-56-35-145] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-56-35-145.wav
[2025-02-12_14-56-40-201] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-56-40-201.wav
[2025-02-12_14-56-45-257] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-56-45-257.wav
[2025-02-12_14-56-50-313] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-56-50-313.wav
[2025-02-12_14-56-55-369] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-56-55-369.wav
[2025-02-12_14-57-00-425] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-57-00-425.wav
[2025-02-12_14-57-05-481] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-57-05-481.wav
[2025-02-12_14-57-10-538] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-57-10-538.wav
[2025-02-12_14-57-15-594] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-57-15-594.wav
[2025-02-12_14-57-20-650] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-57-20-650.wav
[2025-02-12_14-57-25-706] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-57-25-706.wav
[2025-02-12_14-57-30-762] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-57-30-762.wav
[2025-02-12_14-57-35-818] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-57-35-818.wav
[2025-02-12_14-57-40-874] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-57-40-874.wav
[2025-02-12_14-57-45-930] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-57-45-930.wav
[2025-02-12_14-57-50-986] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-57-50-986.wav
[2025-02-12_14-57-56-043] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-57-56-043.wav
[2025-02-12_14-58-01-098] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-58-01-098.wav
[2025-02-12_14-58-06-154] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-58-06-154.wav
[2025-02-12_14-58-11-209] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-58-11-209.wav
[2025-02-12_14-58-16-265] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-58-16-265.wav
[2025-02-12_14-58-21-320] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-58-21-320.wav
[2025-02-12_14-58-26-376] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-58-26-376.wav
[2025-02-12_14-58-31-431] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-58-31-431.wav
[2025-02-12_14-58-36-487] Confidence: 0.90 | Text: 599 | Audio: audio_logs/speech_2025-02-12_14-58-36-487.wav
[2025-02-12_14-58-41-542] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_14-58-41-542.wav
