[2025-02-13_09-26-29-299] Confidence: 0.90 | Text: hello | Audio: audio_logs1/speech_2025-02-13_09-26-29-299.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(45.93045333719101), np.float64(18.589175602611167), np.float64(34.86374568271822), np.float64(6.29283376430806), np.float64(70.37847416864072), np.float64(197.681777906367), np.float64(180.6838936004774), np.float64(92.72888374532107), np.float64(49.54702446610369)] | Type: Normal Sound Range
[2025-02-13_10-53-39-039] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-53-39-039.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(46.14744760492577), np.float64(21.410101083163056), np.float64(33.20012296341839), np.float64(5.207862425634256), np.float64(10.126399160955499), np.float64(53.814578398220654), np.float64(59.31176651416792), np.float64(26.545632086219058), np.float64(39.492956727726444)] | Type: Normal Sound Range
[2025-02-13_10-53-44-052] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-53-44-052.wav | Frequencies: [np.float64(0.506319958047775), np.float64(46.07511618234752), np.float64(26.111643550749537), np.float64(21.410101083163056), np.float64(5.135531003056003), np.float64(33.4894486537314), np.float64(40.86725375671326), np.float64(10.271062006112006), np.float64(57.57581237228984), np.float64(68.0638686461366)] | Type: Normal Sound Range
[2025-02-13_10-53-49-065] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-53-49-065.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(46.07511618234752), np.float64(32.4044773150576), np.float64(6.871485144934089), np.float64(21.410101083163056), np.float64(27.051952044266834), np.float64(38.48031681163089), np.float64(67.84687437840184), np.float64(58.950109401276656), np.float64(11.573027612520569)] | Type: Normal Sound Range
[2025-02-13_10-53-54-078] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-53-54-078.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(32.4044773150576), np.float64(46.14744760492577), np.float64(65.02594889784996), np.float64(21.410101083163056), np.float64(10.198730583533752), np.float64(4.701542467586481), np.float64(27.775266270049368), np.float64(36.16571128912678), np.float64(60.541400697998235)] | Type: Normal Sound Range
[2025-02-13_10-53-59-091] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-53-59-091.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(46.14744760492577), np.float64(21.410101083163056), np.float64(5.931176651416792), np.float64(10.271062006112006), np.float64(27.558272002314606), np.float64(34.429757147248694), np.float64(59.09477224643316), np.float64(53.59758413048589), np.float64(66.47257734941502)] | Type: Normal Sound Range
[2025-02-13_10-54-04-104] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-54-04-104.wav | Frequencies: [np.float64(0.650982803204282), np.float64(46.07511618234752), np.float64(21.410101083163056), np.float64(4.918536735321243), np.float64(34.28509430209219), np.float64(10.271062006112006), np.float64(59.8180864722157), np.float64(56.05685249814651), np.float64(65.82159454621075), np.float64(87.15936420679554)] | Type: Normal Sound Range
[2025-02-13_10-54-09-117] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-54-09-117.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(46.07511618234752), np.float64(21.410101083163056), np.float64(10.198730583533752), np.float64(5.497188115947271), np.float64(57.937469485181104), np.float64(33.778774344044415), np.float64(37.5400083181136), np.float64(50.05334442415147), np.float64(27.702934847471113)] | Type: Normal Sound Range
[2025-02-13_10-54-14-152] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-54-14-152.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(46.07511618234752), np.float64(4.990868157899496), np.float64(21.410101083163056), np.float64(59.8180864722157), np.float64(10.56038769642502), np.float64(65.24294316558472), np.float64(51.427641453138285), np.float64(34.791414260139966), np.float64(26.328637818484296)] | Type: Normal Sound Range
[2025-02-13_10-54-19-165] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-54-19-165.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(46.14744760492577), np.float64(4.701542467586481), np.float64(21.410101083163056), np.float64(10.34339342869026), np.float64(58.08213233033761), np.float64(17.793529954250378), np.float64(54.03157266595541), np.float64(27.4136091571581), np.float64(64.88128605269344)] | Type: Normal Sound Range
[2025-02-13_10-54-24-178] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-54-24-178.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(46.07511618234752), np.float64(21.410101083163056), np.float64(4.0505596643822), np.float64(7.667130793294878), np.float64(34.429757147248694), np.float64(16.491564347841813), np.float64(65.31527458816296), np.float64(11.573027612520569), np.float64(54.39322977884668)] | Type: Normal Sound Range
[2025-02-13_10-54-29-191] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-54-29-191.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(46.07511618234752), np.float64(21.410101083163056), np.float64(4.122891086960453), np.float64(10.198730583533752), np.float64(65.02594889784996), np.float64(59.8180864722157), np.float64(34.35742572467044), np.float64(87.08703278421729), np.float64(55.18887542720747)] | Type: Normal Sound Range
[2025-02-13_10-54-34-204] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-54-34-204.wav | Frequencies: [np.float64(0.506319958047775), np.float64(46.07511618234752), np.float64(21.410101083163056), np.float64(4.26755393211696), np.float64(10.271062006112006), np.float64(34.06810003435743), np.float64(55.7675268078335), np.float64(65.96625739136725), np.float64(87.08703278421729), np.float64(27.558272002314606)] | Type: Normal Sound Range
[2025-02-13_10-54-39-217] Confidence: 0.90 | Text: turn Christmas music on | Audio: audio_logs1/speech_2025-02-13_10-54-39-217.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(46.07511618234752), np.float64(21.410101083163056), np.float64(6.654490877199327), np.float64(10.271062006112006), np.float64(67.05122873004105), np.float64(87.08703278421729), np.float64(27.19661488942334), np.float64(60.10741216252871), np.float64(34.646751414983456)] | Type: Normal Sound Range
[2025-02-13_10-54-44-230] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-54-44-230.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(46.07511618234752), np.float64(4.122891086960453), np.float64(21.410101083163056), np.float64(10.34339342869026), np.float64(50.776658649934), np.float64(65.96625739136725), np.float64(58.66078371096364), np.float64(35.15307137303123), np.float64(71.82510262020578)] | Type: Normal Sound Range
[2025-02-13_10-54-49-243] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-54-49-243.wav | Frequencies: [np.float64(0.506319958047775), np.float64(46.07511618234752), np.float64(21.410101083163056), np.float64(5.641850961103778), np.float64(10.198730583533752), np.float64(87.08703278421729), np.float64(65.24294316558472), np.float64(27.485940579736354), np.float64(60.17974358510696), np.float64(33.70644292146616)] | Type: Normal Sound Range
[2025-02-13_10-54-54-257] Confidence: 0.90 | Text: what's the temperature today | Audio: audio_logs1/speech_2025-02-13_10-54-54-257.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(46.00278475976926), np.float64(7.160810835247102), np.float64(21.410101083163056), np.float64(87.08703278421729), np.float64(52.65727563696859), np.float64(35.37006564076599), np.float64(10.777381964159781), np.float64(64.88128605269344), np.float64(17.50420426393736)] | Type: Normal Sound Range
[2025-02-13_10-54-59-270] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-54-59-270.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(46.07511618234752), np.float64(4.195222509538707), np.float64(21.410101083163056), np.float64(10.271062006112006), np.float64(59.38409793674617), np.float64(68.13620006871486), np.float64(87.08703278421729), np.float64(14.755610205963727), np.float64(32.187483047322836)] | Type: Normal Sound Range
[2025-02-13_10-55-04-304] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-55-04-304.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(46.07511618234752), np.float64(21.410101083163056), np.float64(6.220502341729806), np.float64(10.126399160955499), np.float64(87.08703278421729), np.float64(49.83635015641671), np.float64(58.51612086580713), np.float64(53.95924124337716), np.float64(83.3257988101481)] | Type: Normal Sound Range
[2025-02-13_10-55-09-317] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-55-09-317.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(46.07511618234752), np.float64(4.412216777273468), np.float64(21.410101083163056), np.float64(87.08703278421729), np.float64(66.40024592683677), np.float64(8.31811359649916), np.float64(25.243666479810493), np.float64(61.192383501202514), np.float64(16.346901502685306)] | Type: Normal Sound Range
[2025-02-13_10-55-14-330] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-55-14-330.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(46.00278475976926), np.float64(4.556879622429975), np.float64(21.410101083163056), np.float64(87.08703278421729), np.float64(27.485940579736354), np.float64(58.58845228838538), np.float64(10.054067738377245), np.float64(33.634111498887904), np.float64(66.61724019457154)] | Type: Normal Sound Range
[2025-02-13_10-55-19-343] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-55-19-343.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(46.07511618234752), np.float64(21.410101083163056), np.float64(7.233142257825357), np.float64(87.08703278421729), np.float64(65.96625739136725), np.float64(57.792806640024594), np.float64(49.90868157899496), np.float64(35.5147284859225), np.float64(82.81947885210033)] | Type: Normal Sound Range
[2025-02-13_10-55-24-356] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-55-24-356.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(46.07511618234752), np.float64(21.410101083163056), np.float64(5.641850961103778), np.float64(87.08703278421729), np.float64(10.34339342869026), np.float64(59.601092204480935), np.float64(65.31527458816296), np.float64(33.99576861177918), np.float64(55.62286396267699)] | Type: Normal Sound Range
[2025-02-13_10-55-29-370] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-55-29-370.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(46.07511618234752), np.float64(4.629211045008228), np.float64(21.410101083163056), np.float64(57.86513806260285), np.float64(17.793529954250378), np.float64(33.20012296341839), np.float64(11.862353302833585), np.float64(87.08703278421729), np.float64(37.32301405037884)] | Type: Normal Sound Range
[2025-02-13_10-55-34-383] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-55-34-383.wav | Frequencies: [np.float64(0.506319958047775), np.float64(46.07511618234752), np.float64(6.654490877199327), np.float64(21.410101083163056), np.float64(10.34339342869026), np.float64(17.793529954250378), np.float64(29.004900453879678), np.float64(39.34829388256994), np.float64(60.396737852841724), np.float64(56.70783530135079)] | Type: Normal Sound Range
[2025-02-13_10-55-39-395] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-55-39-395.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(46.00278475976926), np.float64(21.410101083163056), np.float64(4.629211045008228), np.float64(9.909404893220739), np.float64(53.95924124337716), np.float64(33.56178007630965), np.float64(59.45642935932443), np.float64(25.17133505723224), np.float64(64.9536174752717)] | Type: Normal Sound Range
[2025-02-13_10-55-44-409] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-55-44-409.wav | Frequencies: [np.float64(0.506319958047775), np.float64(46.00278475976926), np.float64(21.410101083163056), np.float64(4.122891086960453), np.float64(10.34339342869026), np.float64(49.691687311260196), np.float64(26.690294931375565), np.float64(33.4894486537314), np.float64(59.45642935932443), np.float64(55.550532540098736)] | Type: Normal Sound Range
[2025-02-13_10-55-49-443] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-55-49-443.wav | Frequencies: [np.float64(1.01263991609555), np.float64(46.00278475976926), np.float64(21.410101083163056), np.float64(4.846205312742988), np.float64(10.054067738377245), np.float64(66.25558308168026), np.float64(58.08213233033761), np.float64(203.106634599736), np.float64(32.983128695683625), np.float64(27.485940579736354)] | Type: Normal Sound Range
[2025-02-13_10-55-54-457] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-55-54-457.wav | Frequencies: [np.float64(0.8679770709390427), np.float64(46.00278475976926), np.float64(21.410101083163056), np.float64(7.160810835247102), np.float64(201.80466899332743), np.float64(59.31176651416792), np.float64(407.2982405381458), np.float64(55.478201117520484), np.float64(29.945208947396974), np.float64(50.270338691886224)] | Type: Normal Sound Range
[2025-02-13_10-55-59-470] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-55-59-470.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(46.00278475976926), np.float64(3.978228241803946), np.float64(21.410101083163056), np.float64(10.488056273846766), np.float64(14.176958825337698), np.float64(26.690294931375565), np.float64(55.550532540098736), np.float64(33.851105766622666), np.float64(64.8089546301152)] | Type: Normal Sound Range
[2025-02-13_10-56-04-483] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-56-04-483.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(46.00278475976926), np.float64(17.721198531672123), np.float64(7.884125061029638), np.float64(21.410101083163056), np.float64(60.75839496573299), np.float64(55.04421258205096), np.float64(66.25558308168026), np.float64(50.92132149509051), np.float64(33.634111498887904)] | Type: Normal Sound Range
[2025-02-13_10-56-09-496] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-56-09-496.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(46.07511618234752), np.float64(18.66150702518942), np.float64(7.884125061029638), np.float64(4.122891086960453), np.float64(62.205023417298065), np.float64(23.72470660566717), np.float64(35.442397063344245), np.float64(55.83985823041175), np.float64(65.96625739136725)] | Type: Normal Sound Range
[2025-02-13_10-56-14-509] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_10-56-14-509.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(21.410101083163056), np.float64(46.00278475976926), np.float64(4.484548199851721), np.float64(62.205023417298065), np.float64(33.56178007630965), np.float64(57.28648668197682), np.float64(66.54490877199328), np.float64(25.677655015280013), np.float64(8.462776441655667)] | Type: Normal Sound Range
